Sequence_ID	Extract_ID	Sample_ID	Seq_ID	Library_Tube	Library_Tube_ID	Library_Barcode	F_Primer	R_Primer	Run_ID	Final_Lib_Conc_ng_uL	Vol_Added_Pool_uL	Full_Seq_ID	Kit	Sequencer	MinION_Position	Flow_Cell_Type	Flongle_Adapter	Flow_Cell_ID	Run_Date	Loaded_By	Pipeline	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day	Group	Room	Cage	Subject_Code	Sex	Housing	Origin	Subj_DOB	Age	Contraception	Previous_Exp	Subject_Notes
GOO-20-MGE-S161	DNA1-GOO-20-MGE	GOO-20-MGE	CM008	23	S161	barcode23	27F	1492R	MIN_16_2024-6-11	3.48	1.2	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	DNA	2024-04-23	SA	6.1	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-29	20	07:30:00	Goose	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Goose_20	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
CM-NTC-008	NTC	NTC8	CM008	24	CTRL	barcode24	27F	1492R	MIN_16_2024-6-11	0.668	6	16S_UNO-CM-008	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AUD426	2024-06-11	SA	16S_RAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HEN-29-MGE-S162	DNA1-HEN-29-MGE	HEN-29-MGE	CM009	1	S162	barcode01	27F	1492R	MIN_16_2024-7-19	3.57	1.1	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-16	SA	2.04	Quick-DNA Fecal/Soil Microbe	DNA Extracts 1		2023-04-07	29	07:30:00	Henry	SA/GR	3	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Henry_29	Group2	RoomF	F6	HEN	Male	Pair	Nebraska	2018-12-25	4.208219178			
WOL-1-MGE-S163	DNA1-WOL-1-MGE	WOL-1-MGE	CM009	2	S163	barcode02	27F	1492R	MIN_16_2024-7-19	1.84	2.2	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-20	SA	2.22	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		2023-03-10	1	08:00:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	1		run-in	baseline	Wolverine_1	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
IVY-29-MGE-S164	DNA1-IVY-29-MGE	IVY-29-MGE	CM009	3	S164	barcode03	27F	1492R	MIN_16_2024-7-19	5.4	0.7	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-20	SA	1.92	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		2023-04-07	29	07:30:00	Ivy	SA/GR	2	Molecular Grade (96%) Ethanol	7		washout_1	control-washout	Ivy_29	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
BUD-57-MGE-S165	DNA1-BUD-57-MGE	BUD-57-MGE	CM009	4	S165	barcode04	27F	1492R	MIN_16_2024-7-19	5.2	0.8	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-20	SA	3.2	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		2023-05-05	57	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Buddy_57	Group2	RoomF	F5	BUD	Male	Family	Texas	2016-10-17	6.397260274			
JOA-57-MGE-S166	DNA1-JOA-57-MGE	JOA-57-MGE	CM009	5	S166	barcode05	27F	1492R	MIN_16_2024-7-19	0.849	4.7	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-07-11	SA	2.51	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3		2023-05-05	57	08:00:00	Joans	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	gum-washout	Joans_57	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
IRI-59-MGE-S167	DNA1-IRI-59-MGE	IRI-59-MGE	CM009	6	S167	barcode06	27F	1492R	MIN_16_2024-7-19	1.82	2.2	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-07-11	SA	2.2	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3		2023-05-07	59	07:30:00	Iris	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Iris_59	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
KOR-29-MGE-S168	DNA1-KOR-29-MGE	KOR-29-MGE	CM009	7	S168	barcode07	27F	1492R	MIN_16_2024-7-19	2.92	1.4	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-22	SA	8.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2	out	2023-04-07	29	08:00:00	Korra	SA/GR	3	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	Korra_29	Group1	RoomB	B3	KOR	Female	Pair	Nebraska	2017-04-17	5.898630137	Estrumate		gave birth to 4 stillborn babies 4/29/23
WOL-37-MGE-S169	DNA1-WOL-37-MGE	WOL-37-MGE	CM009	8	S169	barcode08	27F	1492R	MIN_16_2024-7-19	3.43	1.2	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-22	SA	0.86	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		2023-04-15	37	07:30:00	Wolverine	SA	1	Molecular Grade (96%) Ethanol	12		washout_1	gum-washout	Wolverine_37	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
JOA-14-MGE-S170	DNA1-JOA-14-MGE	JOA-14-MGE	CM009	9	S170	barcode09	27F	1492R	MIN_16_2024-7-19	6.7	0.6	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-23	SA	4.45	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		2023-03-23	14	08:00:00	Joans	SA/GR	4	Molecular Grade (96%) Ethanol	3		run-in	baseline	Joans_14	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
GIN-27-MGE-S171	DNA1-GIN-27-MGE	GIN-27-MGE	CM009	10	S171	barcode10	27F	1492R	MIN_16_2024-7-19	3.1	1.3	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-23	SA	2.17	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		2023-04-05	27	07:30:00	Ginger	SA/GR	1	Molecular Grade (96%) Ethanol	7		intervention_1	control	Ginger_27	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
OPH-57-MGE-S172	DNA1-OPH-57-MGE	OPH-57-MGE	CM009	11	S172	barcode11	27F	1492R	MIN_16_2024-7-19	4.89	0.8	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-26	SA	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2	low	2023-05-05	57	07:30:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Ophelia_57	Group1	RoomB	B2	OPH	Female	Pair	Nebraska	2017-08-06	5.594520548	Estrumate		
HEN-66-MGE-S173	DNA1-HEN-66-MGE	HEN-66-MGE	CM009	12	S173	barcode12	27F	1492R	MIN_16_2024-7-19	3.61	1.1	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-26	SA	1.12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		2023-05-14	66	08:00:00	Henry	SA	2	Molecular Grade (95%) Ethanol	25		washout_2	gum-washout	Henry_66	Group2	RoomF	F6	HEN	Male	Pair	Nebraska	2018-12-25	4.208219178			
GIN-2-MGE-S174	DNA1-GIN-2-MGE	GIN-2-MGE	CM009	13	S174	barcode13	27F	1492R	MIN_16_2024-7-19	3.33	1.2	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-07-18	SA	1.88	Quick-DNA Fecal/Soil Microbe	DNA Extracts 4		2023-03-11	2	07:30:00	Ginger	SA	3	Molecular Grade (96%) Ethanol	1		run-in	baseline	Ginger_2	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
HER-1-MGE-S175	DNA1-HER-1-MGE	HER-1-MGE	CM009	14	S175	barcode14	27F	1492R	MIN_16_2024-7-19	7.9	0.5	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-27	SA	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2	out	2023-03-10	1	08:00:00	Hera	SA	1	Molecular Grade (96%) Ethanol	1		run-in	baseline	Hera_1	Group1	RoomB	B1	HER	Female	Pair	Texas	2019-08-29	3.531506849	Estrumate		
JAR-15-MGE-S176	DNA1-JAR-15-MGE	JAR-15-MGE	CM009	15	S176	barcode15	27F	1492R	MIN_16_2024-7-19	7.7	0.5	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-27	SA	4.1	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		2023-03-24	15	07:30:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	3		intervention_1	gum	JarJarBinks_15	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
GIN-29-MGE-S177	DNA1-GIN-29-MGE	GIN-29-MGE	CM009	16	S177	barcode16	27F	1492R	MIN_16_2024-7-19	7.9	0.5	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-27	SA	7.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		2023-04-07	29	07:30:00	Ginger	SA/GR	2	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Ginger_29	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
OPH-43-MGE-S178	DNA1-OPH-43-MGE	OPH-43-MGE	CM009	17	S178	barcode17	27F	1492R	MIN_16_2024-7-19	6.5	0.6	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-27	SA	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2	low	2023-04-21	43	07:00:00	Ophelia	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Ophelia_43	Group1	RoomB	B2	OPH	Female	Pair	Nebraska	2017-08-06	5.594520548	Estrumate		
WOL-57-MGE-S179	DNA1-WOL-57-MGE	WOL-57-MGE	CM009	18	S179	barcode18	27F	1492R	MIN_16_2024-7-19	7.4	0.5	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-07-18	SA	1.04	Quick-DNA Fecal/Soil Microbe	DNA Extracts 4		2023-05-05	57	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	21		washout_2	control-washout	Wolverine_57	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
KUB-15-MGE-S180	DNA1-KUB-15-MGE	KUB-15-MGE	CM009	19	S180	barcode19	27F	1492R	MIN_16_2024-7-19	2.54	1.6	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-28	SA	8.2	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3	out	2023-03-24	15	07:30:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	3		intervention_1	gum	Kubo_15	Group1	RoomB	B3	KUB	Male	Pair	Nebraska	2019-02-02	4.101369863			
JOA-29-MGE-S181	DNA1-JOA-29-MGE	JOA-29-MGE	CM009	20	S181	barcode20	27F	1492R	MIN_16_2024-7-19	6.1	0.7	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-28	SA	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3	low	2023-04-07	29	07:30:00	Joans	SA/GR	3	Molecular Grade (96%) Ethanol	8		washout_1	control-washout	Joans_29	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
HAM-59-MGE-S182	DNA1-HAM-59-MGE	HAM-59-MGE	CM009	21	S182	barcode21	27F	1492R	MIN_16_2024-7-19	3.21	1.3	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-28	SA	3.47	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3		2023-05-07	59	07:30:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Hamlet_59	Group1	RoomB	B1	HAM	Male	Pair	Nebraska	2017-03-05	6.016438356			
IVY-70-MGE-S183	DNA1-IVY-70-MGE	IVY-70-MGE	CM009	22	S183	barcode22	27F	1492R	MIN_16_2024-7-19	3.13	1.3	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-28	SA	1.44	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3		2023-05-18	70	07:30:00	Ivy	SA	2	Molecular Grade (95%) Ethanol	27		washout_2	gum-washout	Ivy_70	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
JAR-29-MGE-S184	DNA1-JAR-29-MGE	JAR-29-MGE	CM009	23	S184	barcode23	27F	1492R	MIN_16_2024-7-19	4.38	0.9	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	DNA	2023-06-29	SA	1.25	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3		2023-04-07	29	08:00:00	JarJarBinks	SA/GR	3	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	JarJarBinks_29	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
CM-NTC-009	NTC	NTC9	CM009	24	CTRL	barcode24	27F	1492R	MIN_16_2024-7-19	2.27	1.8	16S_UNO-CM-009	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA	16S_RAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-21-MGE-S185	DNA1-JAR-21-MGE	JAR-21-MGE	CM010	1	S185	barcode01	27F	1492R	MIN_16_2024-7-21	7	0.6	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-23	SA	3.13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-30	21	08:00:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	JarJarBinks_21	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
KUB-21-MGE-S186	DNA1-KUB-21-MGE	KUB-21-MGE	CM010	2	S186	barcode02	27F	1492R	MIN_16_2024-7-21	2.54	1.6	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-23	SA	1.86	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-30	21	08:00:00	Kubo	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Kubo_21	Group1	RoomB	B3	KUB	Male	Pair	Nebraska	2019-02-02	4.101369863			
KOR-21-MGE-S187	DNA1-KOR-21-MGE	KOR-21-MGE	CM010	3	S187	barcode03	27F	1492R	MIN_16_2024-7-21	3.5	1.1	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-23	SA	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-30	21	08:00:00	Korra	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Korra_21	Group1	RoomB	B3	KOR	Female	Pair	Nebraska	2017-04-17	5.898630137	Estrumate		gave birth to 4 stillborn babies 4/29/23
IRI-22-MGE-S188	DNA1-IRI-22-MGE	IRI-22-MGE	CM010	4	S188	barcode04	27F	1492R	MIN_16_2024-7-21	4.44	0.9	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-23	SA	5.2	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-31	22	08:00:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Iris_22	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
GRO-22-MGE-S189	DNA1-GRO-22-MGE	GRO-22-MGE	CM010	5	S189	barcode05	27F	1492R	MIN_16_2024-7-21	2.92	1.4	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-23	SA	9.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-31	22	07:30:00	Grogu	SA/GR	2	Molecular Grade (96%) Ethanol	5		intervention_1	control	Grogu_22	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
HAM-25-MGE-S190	DNA1-HAM-25-MGE	HAM-25-MGE	CM010	6	S190	barcode06	27F	1492R	MIN_16_2024-7-21	2.15	1.9	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-23	SA	14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-03	25	08:00:00	Hamlet	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Hamlet_25	Group1	RoomB	B1	HAM	Male	Pair	Nebraska	2017-03-05	6.016438356			
LAM-25-MGE-S191	DNA1-LAM-25-MGE	LAM-25-MGE	CM010	7	S191	barcode07	27F	1492R	MIN_16_2024-7-21	2.31	1.7	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-23	SA	20	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-03	25	07:30:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	Lambchop_25	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
BUD-44-MGE-S192	DNA1-BUD-44-MGE	BUD-44-MGE	CM010	8	S192	barcode08	27F	1492R	MIN_16_2024-7-21	3.85	1	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-30	SA	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-22	44	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Buddy_44	Group2	RoomF	F5	BUD	Male	Family	Texas	2016-10-17	6.397260274			
WOL-17-MGE-S193	DNA1-WOL-17-MGE	WOL-17-MGE	CM010	9	S193	barcode09	27F	1492R	MIN_16_2024-7-21	5.5	0.7	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-05-07	SA	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-03-26	17	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	4		intervention_1	gum	Wolverine_17	Group1	RoomB	B4	WOL	Male	Pair	Nebraska	2014-09-28	8.452054795		ABX-CTRL	
GIN-46-MGE-S194	DNA1-GIN-46-MGE	GIN-46-MGE	CM010	10	S194	barcode10	27F	1492R	MIN_16_2024-7-21	2.02	2	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-30	SA	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-24	46	08:00:00	Ginger	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Ginger_46	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
FRA-47-MGE-S195	DNA1-FRA-47-MGE	FRA-47-MGE	CM010	11	S195	barcode11	27F	1492R	MIN_16_2024-7-21	3.92	1	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-30	SA	14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-25	47	07:30:00	Franc	SA	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Franc_47	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
IVY-47-MGE-S196	DNA1-IVY-47-MGE	IVY-47-MGE	CM010	12	S196	barcode12	27F	1492R	MIN_16_2024-7-21	2.44	1.6	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-30	SA	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-25	47	07:30:00	Ivy	SA	2	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Ivy_47	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
KOR-48-MGE-S197	DNA1-KOR-48-MGE	KOR-48-MGE	CM010	13	S197	barcode13	27F	1492R	MIN_16_2024-7-21	3.78	1.1	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-30	SA	3.02	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-26	48	07:30:00	Korra	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	control	Korra_48	Group1	RoomB	B3	KOR	Female	Pair	Nebraska	2017-04-17	5.898630137	Estrumate		gave birth to 4 stillborn babies 4/29/23
HEN-48-MGE-S198	DNA1-HEN-48-MGE	HEN-48-MGE	CM010	14	S198	barcode14	27F	1492R	MIN_16_2024-7-21	2.08	1.9	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-30	SA	2.76	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-26	48	08:00:00	Henry	SA/GR	3	Molecular Grade (96%) Ethanol	17		intervention_2	gum	Henry_48	Group2	RoomF	F6	HEN	Male	Pair	Nebraska	2018-12-25	4.208219178			
MAR-49-MGE-S199	DNA1-MAR-49-MGE	MAR-49-MGE	CM010	15	S199	barcode15	27F	1492R	MIN_16_2024-7-21	2.87	1.4	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-30	SA	3.77	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-27	49	08:00:00	Marshmallow	SA	2	Molecular Grade (96%) Ethanol	17		intervention_2	gum	Marshmallow_49	Group2	RoomF	F4	MAR	Female	Pair	Nebraska	2019-02-02	4.101369863	Estrumate		
JOA-49-MGE-S200	DNA1-JOA-49-MGE	JOA-49-MGE	CM010	16	S200	barcode16	27F	1492R	MIN_16_2024-7-21	1.7	2.4	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-30	SA	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-27	49	08:00:00	Joans	SA	2	Molecular Grade (96%) Ethanol	17		intervention_2	gum	Joans_49	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
GRO-50-MGE-S201	DNA1-GRO-50-MGE	GRO-50-MGE	CM010	17	S201	barcode17	27F	1492R	MIN_16_2024-7-21	5.4	0.7	16S_UNO-CM-010	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA	16S_RAP	DNA	2024-04-30	SA	9.5	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		2023-04-28	50	08:00:00	Grogu	SA/GR	3	Molecular Grade (96%) Ethanol	18		intervention_2	gum	Grogu_50	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
