"","Sequence_ID","depth","mean_coverage","Extract_ID","Sample_ID","Seq_ID","Library_Tube","Library_Tube_ID","Library_Barcode","F_Primer","R_Primer","Run_ID","Final_Lib_Conc_ng_uL","Vol_Added_Pool_uL","Full_Seq_ID","Kit","Sequencer","MinION_Position","Flow_Cell_Type","Flongle_Adapter","Flow_Cell_ID","Run_Date","Loaded_By","Pipeline","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes","Date","Study_Day","Sample_Time","Subject","Sample_Collected_By","Bristol","Sample_Stabilizer","Sample_Box","Sample_Notes","Diet_Trial","Group_Phase","Subj_Day","Group","Room","Cage","Subject_Code","Sex","Housing","Origin","Subj_DOB","Age","Contraception","Previous_Exp","Subject_Notes"
"134","HEN-49-MGE-S270",11119,0.9473,"DNA1-HEN-49-MGE","HEN-49-MGE","CM013",17,"S270","barcode17","27F","1492R","MIN_16_2025-4-1",6.4,0.6,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-16,"AS","9.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-27,"49",08:00:00,"Henry","SA",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","gum","Henry_49","Group2","RoomF","F6","HEN","Male","Pair","Nebraska",2018-12-25,4.208219178,"","",""
"135","HEN-59-MGE-S135",8204,0.9619,"DNA1-HEN-59-MGE","HEN-59-MGE","CM007",20,"S135","barcode20","27F","1492R","MIN_16_2024-5-21",4.32,0.9,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2023-10-25,"SA/SK","2.01","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-05-07,"59",08:00:00,"Henry","SA",2,"Molecular Grade (96%) Ethanol",22,"","washout_2","gum-washout","Henry_59","Group2","RoomF","F6","HEN","Male","Pair","Nebraska",2018-12-25,4.208219178,"","",""
"136","HEN-66-MGE-S173",20779,0.9739,"DNA1-HEN-66-MGE","HEN-66-MGE","CM009",12,"S173","barcode12","27F","1492R","MIN_16_2024-7-19",3.61,1.1,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-26,"SA","1.12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",2023-05-14,"66",08:00:00,"Henry","SA",2,"Molecular Grade (95%) Ethanol",25,"","washout_2","gum-washout","Henry_66","Group2","RoomF","F6","HEN","Male","Pair","Nebraska",2018-12-25,4.208219178,"","",""
"137","HEN-9-DRS-S104",7902,0.9663,"DNA1-HEN-9-DRS","HEN-9-DRS","CM006",12,"S104","barcode12","27F","1492R","MIN_16_2024-5-19",6.1,0.7,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-07,"SA","6.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-03-18,"9",08:00:00,"Henry","SA",3,"DNA/RNA Shield",3,"","baseline","run-in","Henry_9","Group2","RoomF","F6","HEN","Male","Pair","Nebraska",2018-12-25,4.208219178,"","",""
"138","HEN-9-MGE-S105",8250,0.9597,"DNA1-HEN-9-MGE","HEN-9-MGE","CM006",13,"S105","barcode13","27F","1492R","MIN_16_2024-5-19",6.2,0.6,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-07,"SA","8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-03-18,"9",08:00:00,"Henry","SA",3,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","Henry_9","Group2","RoomF","F6","HEN","Male","Pair","Nebraska",2018-12-25,4.208219178,"","",""
"139","HER-1-MGE-S175",20690,0.9739,"DNA1-HER-1-MGE","HER-1-MGE","CM009",14,"S175","barcode14","27F","1492R","MIN_16_2024-7-19",7.9,0.5,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-27,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","out",2023-03-10,"1",08:00:00,"Hera","SA",1,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","Hera_1","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"140","HER-11-MGE-S72",15157,0.9619,"DNA1-HER-11-MGE","HER-11-MGE","CM005",3,"S72","barcode03","27F","1492R","MIN_16_2024-3-1",6.1,0.7,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2023-12-12,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-03-20,"11",07:30:00,"Hera","SA",2,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","Hera_11","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"141","HER-14-MGE-S106",9798,0.9568,"DNA1-HER-14-MGE","HER-14-MGE","CM006",14,"S106","barcode14","27F","1492R","MIN_16_2024-5-19",3.06,1.3,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-07,"SA","26","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-03-23,"14",07:30:00,"Hera","SA/GR",1,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","Hera_14","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"142","HER-17-MGE-L187",6,0.9454,"DNA1-HER-17-MGE","HER-17-MGE","CM001",28,"L187","barcode28","27F","1391R","MIN_16_2023-12-21",6.4,3.1,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-18,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-03-26,"17",07:30:00,"Hera","SA",2,"Molecular Grade (96%) Ethanol",3,"","intervention_1","gum","Hera_17","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"143","HER-18-MGE-S209",6164,0.9762,"DNA1-HER-18-MGE","HER-18-MGE","CM011",2,"S209","barcode02","27F","1492R","MIN_16_2025-1-23",2.77,1.5,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-07,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-27,"18",08:00:00,"Hera","SA/GR",3,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Hera_18","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"144","HER-19-MGE-S27",3043,0.9548,"DNA1-HER-19-MGE","HER-19-MGE","CM003",4,"S27","barcode04","27F","1492R","MIN_16_2024-3-6",0.253,9,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-04,"SA/SK","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-28,"19",08:00:00,"Hera","SA",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Hera_19","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"145","HER-2-DRS-L145",1,0.921,"DNA1-HER-2-DRS","HER-2-DRS","CM001",12,"L145","barcode12","27F","1391R","MIN_16_2023-12-21",12,1.6,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-04,"SA","28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-03-11,"2",08:00:00,"Hera","SA",2,"DNA/RNA Shield",1,"","baseline","run-in","Hera_2","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"146","HER-2-MGE-L146",7489,0.9227,"DNA1-HER-2-MGE","HER-2-MGE","CM001",13,"L146","barcode13","27F","1391R","MIN_16_2023-12-21",4.11,4.8,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-04,"SA","6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-03-11,"2",08:00:00,"Hera","SA",2,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","Hera_2","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"147","HER-20-MGE-S283",13521,0.97,"DNA1-HER-20-MGE","HER-20-MGE","CM014",7,"S283","barcode07","27F","1492R","MIN_16_2025-4-2",2.4,1.7,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-04-23,"SA","50","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-29,"20",07:30:00,"Hera","SA",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Hera_20","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"148","HER-22-MGE-S258",7024,0.9571,"DNA1-HER-22-MGE","HER-22-MGE","CM013",5,"S258","barcode05","27F","1492R","MIN_16_2025-4-1",1.61,2.5,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-07,"SA","16","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-31,"22",08:00:00,"Hera","SA/GR",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Hera_22","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"149","HER-24-MGE-S142",8019,0.9752,"DNA1-HER-24-MGE","HER-24-MGE","CM008",4,"S142","barcode04","27F","1492R","MIN_16_2024-6-11",2.37,1.7,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-21,"SA","2.38","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-02,"24",08:00:00,"Hera","SA",3,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Hera_24","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"150","HER-37-MGE-S254",10034,0.9619,"DNA1-HER-37-MGE","HER-37-MGE","CM013",1,"S254","barcode01","27F","1492R","MIN_16_2025-4-1",6.8,0.6,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2023-12-19,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-15,"37",07:30:00,"Hera","SA",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","Hera_37","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"151","HER-41-MGE-S216",5600,0.9657,"DNA1-HER-41-MGE","HER-41-MGE","CM011",9,"S216","barcode09","27F","1492R","MIN_16_2025-1-23",4.61,0.9,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-21,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-19,"41",07:30:00,"Hera","SA",2,"Molecular Grade (96%) Ethanol",13,"","washout_1","gum-washout","Hera_41","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"152","HER-44-DRS-L137",1,0.8807,"DNA1-HER-44-DRS","HER-44-DRS","CM001",8,"L137","barcode08","27F","1391R","MIN_16_2023-12-21",12,1.6,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-03,"SA","52","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-04-22,"44",07:30:00,"Hera","SA",2,"DNA/RNA Shield",14,"","intervention_2","control","Hera_44","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"153","HER-44-MGE-L138",5,0.9242,"DNA1-HER-44-MGE","HER-44-MGE","CM001",9,"L138","barcode09","27F","1391R","MIN_16_2023-12-21",6.2,3.2,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-03,"SA","9.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-04-22,"44",07:30:00,"Hera","SA",2,"Molecular Grade (96%) Ethanol",14,"","intervention_2","control","Hera_44","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"154","HER-45-MGE-S127",10723,0.9608,"DNA1-HER-45-MGE","HER-45-MGE","CM007",12,"S127","barcode12","27F","1492R","MIN_16_2024-5-21",5.2,0.8,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-03-08,"SA","28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-23,"45",07:30:00,"Hera","SA",2,"Molecular Grade (96%) Ethanol",15,"","intervention_2","control","Hera_45","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"155","HER-48-MGE-S293",16200,0.9697,"DNA1-HER-48-MGE","HER-48-MGE","CM014",17,"S293","barcode17","27F","1492R","MIN_16_2025-4-2",3.02,1.3,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-06-17,"SA","48","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-26,"48",07:30:00,"Hera","SA/GR",2,"Molecular Grade (96%) Ethanol",16,"","intervention_2","control","Hera_48","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"156","HER-53-MGE-S146",5412,0.9749,"DNA1-HER-53-MGE","HER-53-MGE","CM008",8,"S146","barcode08","27F","1492R","MIN_16_2024-6-11",1.43,2.8,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-25,"SA","1.05","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-05-01,"53",07:30:00,"Hera","SA/GR",3,"Molecular Grade (96%) Ethanol",19,"","intervention_2","control","Hera_53","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"157","HER-58-DRS-L179",4,0.8915,"DNA1-HER-58-DRS","HER-58-DRS","CM001",26,"L179","barcode26","27F","1391R","MIN_16_2023-12-21",15,1.3,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-18,"SA","58","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-05-06,"58",07:30:00,"Hera","SA",2,"DNA/RNA Shield",21,"","washout_2","control-washout","Hera_58","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"158","HER-67-MGE-S48",7251,0.9638,"DNA1-HER-67-MGE","HER-67-MGE","CM004",2,"S48","barcode02","27F","1492R","MIN_16_2024-2-29",5.3,0.8,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-01,"SA/MB","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-05-15,"67",07:30:00,"Hera","SA/GR",2,"Molecular Grade (95%) Ethanol",25,"","washout_2","control-washout","Hera_67","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"159","HER-7-MGE-S227",6470,0.9632,"DNA1-HER-7-MGE","HER-7-MGE","CM011",20,"S227","barcode20","27F","1492R","MIN_16_2025-1-23",6.9,0.6,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-28,"SA/TSP","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-16,"7",08:00:00,"Hera","SA",2,"Molecular Grade (96%) Ethanol",2,"","baseline","run-in","Hera_7","Group1","RoomB","B1","HER","Female","Pair","Texas",2019-08-29,3.531506849,"Estrumate","",""
"160","IRI-11-MGE-S25",546,0.9635,"DNA1-IRI-11-MGE","IRI-11-MGE","CM003",2,"S25","barcode02","27F","1492R","MIN_16_2024-3-6",0.0984,9,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-04,"SA/SK","7.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-20,"11",07:30:00,"Iris","SA",1,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","Iris_11","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"161","IRI-14-MGE-S287",13140,0.9728,"DNA1-IRI-14-MGE","IRI-14-MGE","CM014",11,"S287","barcode11","27F","1492R","MIN_16_2025-4-2",7.5,0.5,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-05-07,"SA","27","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-23,"14",07:30:00,"Iris","SA/GR",2,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","Iris_14","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"162","IRI-16-DRS-L147",4,0.8944,"DNA1-IRI-16-DRS","IRI-16-DRS","CM001",14,"L147","barcode14","27F","1391R","MIN_16_2023-12-21",9.8,2,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-04,"SA","84","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-03-25,"16",07:30:00,"Iris","SA",2,"DNA/RNA Shield",3,"","intervention_1","gum","Iris_16","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"163","IRI-16-MGE-L148",6,0.9094,"DNA1-IRI-16-MGE","IRI-16-MGE","CM001",15,"L148","barcode15","27F","1391R","MIN_16_2023-12-21",8.8,2.2,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-04,"SA","6.4","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-03-25,"16",07:30:00,"Iris","SA",2,"Molecular Grade (96%) Ethanol",3,"","intervention_1","gum","Iris_16","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"164","IRI-16-MGE-S1",4,0.9522,"DNA1-IRI-16-MGE","IRI-16-MGE","CM002",1,"S1","barcode01","27F","1492R","MIN_16_2024-2-12",7.2,0.6,"16S_UNO-CM-002","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA","16S_RAP","DNA",2023-08-04,"SA","6.4","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-03-25,"16",07:30:00,"Iris","SA",2,"Molecular Grade (96%) Ethanol",3,"","intervention_1","gum","Iris_16","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"165","IRI-17-MGE-S155",9040,0.9762,"DNA1-IRI-17-MGE","IRI-17-MGE","CM008",17,"S155","barcode17","27F","1492R","MIN_16_2024-6-11",2.17,1.9,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-04-23,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-26,"17",07:30:00,"Iris","SA",3,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Iris_17","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"166","IRI-18-MGE-S233",6005,0.9731,"DNA1-IRI-18-MGE","IRI-18-MGE","CM012",3,"S233","barcode03","27F","1492R","MIN_16_2025-2-21",3.65,1.1,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-05-28,"SA/TSP","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-27,"18",08:00:00,"Iris","SA/GR",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Iris_18","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"167","IRI-20-MGE-S253",8604,0.9642,"DNA1-IRI-20-MGE","IRI-20-MGE","CM012",23,"S253","barcode23","27F","1492R","MIN_16_2025-2-21",4.52,0.9,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-08-07,"SA","4.64","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-29,"20",07:30:00,"Iris","SA",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Iris_20","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"168","IRI-22-MGE-S188",6911,0.9707,"DNA1-IRI-22-MGE","IRI-22-MGE","CM010",4,"S188","barcode04","27F","1492R","MIN_16_2024-7-21",4.44,0.9,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-04-23,"SA","5.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-31,"22",08:00:00,"Iris","SA/GR",3,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Iris_22","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"169","IRI-23-MGE-S141",5916,0.9722,"DNA1-IRI-23-MGE","IRI-23-MGE","CM008",3,"S141","barcode03","27F","1492R","MIN_16_2024-6-11",1.72,2.3,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-21,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-01,"23",08:00:00,"Iris","SA",3,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Iris_23","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"170","IRI-29-MGE-S31",3696,0.957,"DNA1-IRI-29-MGE","IRI-29-MGE","CM003",8,"S31","barcode08","27F","1492R","MIN_16_2024-3-6",0.307,9,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-11,"SA/SK","16","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-07,"29",08:00:00,"Iris","SA/GR",3,"Molecular Grade (96%) Ethanol",7,"","washout_1","gum-washout","Iris_29","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"171","IRI-36-MGE-L134",4,0.9251,"DNA1-IRI-36-MGE","IRI-36-MGE","CM001",7,"L134","barcode07","27F","1391R","MIN_16_2023-12-21",5.1,3.9,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-03,"SA","3.81","Quick-DNA Fecal/Soil Microbe","DNA Extracts 5","",2023-04-14,"36",07:30:00,"Iris","SA/GR",3,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","Iris_36","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"172","IRI-44-MGE-S67",9073,0.961,"DNA1-IRI-44-MGE","IRI-44-MGE","CM004",21,"S67","barcode21","27F","1492R","MIN_16_2024-2-29",4.68,0.9,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-15,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-22,"44",07:30:00,"Iris","SA",2,"Molecular Grade (96%) Ethanol",14,"","intervention_2","control","Iris_44","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"173","IRI-46-MGE-S80",14514,0.962,"DNA1-IRI-46-MGE","IRI-46-MGE","CM005",11,"S80","barcode11","27F","1492R","MIN_16_2024-3-1",6.2,0.6,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2023-12-19,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-24,"46",07:30:00,"Iris","SA/GR",3,"Molecular Grade (96%) Ethanol",15,"","intervention_2","control","Iris_46","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"174","IRI-48-MGE-S39",4973,0.9628,"DNA1-IRI-48-MGE","IRI-48-MGE","CM003",16,"S39","barcode16","27F","1492R","MIN_16_2024-3-6",6.7,0.6,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-18,"SA/SK","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-26,"48",07:30:00,"Iris","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","control","Iris_48","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
